Tokens,Tags,Polarities
"['with', 'the', 'wrong', 'sort', 'I', 'can', 'help', 'you', 'there', 'He', 'held', 'out', 'his', 'hand', 'to', 'shake', 'Harry', 's', 'but', 'Harry', 'didn', 't', 'take', 'it', 'I', 'think', 'I', 'can', 'tell', 'who', 'the', 'wrong', 'sort', 'are', 'for', 'myself', 'thanks', 'he', 'said', 'coolly', 'Draco', 'Malfoy', 'didn', 't', 'go', 'red', 'but', 'a', 'pink', 'tinge', 'appeared', 'in', 'his', 'pale', 'cheeks', 'I', 'd', 'be', 'careful', 'if', 'I', 'were', 'you', 'Potter', 'he', 'said', 'slowly', 'Unless', 'you', 're', 'a', 'bit', 'politer', 'you', 'll', 'go', 'the', 'same', 'way', 'as', 'your', 'parents', 'They', 'didn', 't', 'know', 'what', 'was', 'good', 'for', 'them', 'either', 'You', 'hang', 'around', 'with', 'like', 'the', 'Weasleys', 'and']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['that', 'Hagrid', 'and', 'it', 'll', 'rub', 'off', 'on', 'you', 'Both', 'Harry', 'and', 'Ron', 'stood', 'up', 'Ron', 's', 'face', 'was', 'as', 'red', 'as', 'his', 'hair', 'Say', 'that', 'again', 'he', 'said', 'Oh', 'you', 're', 'going', 'to', 'fight', 'us', 'are', 'you', 'Malfoy', 'sneered', 'Unless', 'you', 'get', 'out', 'now', 'said', 'Harry', 'more', 'bravely', 'than', 'he', 'felt', 'because', 'Crabbe', 'and', 'Goyle', 'were', 'a', 'lot', 'bigger', 'than', 'him', 'or', 'Ron', 'But', 'we', 'don', 't', 'feel', 'like', 'leaving', 'do', 'we', 'boys', 'We', 've', 'eaten', 'all', 'our', 'food', 'and', 'you', 'still', 'seem', 'to', 'have', 'some', 'Goyle', 'reached', 'towards', 'the', 'Chocolate', 'Frogs', 'next', 'to', 'Ron', 'Ron', 'leapt', 'forward', 'but']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['before', 'he', 'd', 'so', 'much', 'as', 'touched', 'Goyle', 'Goyle', 'let', 'out', 'a', 'horrible', 'yell', 'Scabbers', 'the', 'rat', 'was', 'hanging', 'off', 'his', 'finger', 'sharp', 'little', 'teeth', 'sunk', 'deep', 'into', 'Goyle', 's', 'knuckle', 'Crabbe', 'and', 'Malfoy', 'backed', 'away', 'as', 'Goyle', 'swung', 'Scabbers', 'round', 'and', 'round', 'howling', 'and', 'when', 'Scabbers', 'finally', 'flew', 'off', 'and', 'hit', 'the', 'window', 'all', 'three', 'of', 'them', 'disappeared', 'at', 'once', 'Perhaps', 'they', 'thought', 'there', 'were', 'more', 'rats', 'lurking', 'among', 'the', 'sweets', 'or', 'perhaps', 'they', 'd', 'heard', 'footsteps', 'because', 'a', 'second', 'later', 'Hermione', 'Granger', 'had', 'come', 'in', 'What', 'has', 'been', 'going', 'on', 'she', 'said', 'looking', 'at', 'the', 'sweets', 'all', 'over']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'floor', 'and', 'Ron', 'picking', 'up', 'Scabbers', 'by', 'his', 'tail', 'I', 'think', 'he', 's', 'been', 'knocked', 'out', 'Ron', 'said', 'to', 'Harry', 'He', 'looked', 'closer', 'at', 'Scabbers', 'No', 'I', 'don', 't', 'believe', 'it', 'he', 's', 'gone', 'back', 'to', 'sleep', 'And', 'so', 'he', 'had', 'You', 've', 'met', 'Malfoy', 'before', 'Harry', 'explained', 'about', 'their', 'meeting', 'in', 'Diagon', 'Alley', 'I', 've', 'heard', 'of', 'his', 'family', 'said', 'Ron', 'darkly', 'They', 'were', 'some', 'of', 'the', 'first', 'to', 'come', 'back', 'to', 'our', 'side', 'after', 'disappeared', 'Said', 'they', 'd', 'been', 'bewitched', 'My', 'dad', 'doesn', 't', 'believe', 'it', 'He', 'says', 'Malfoy', 's', 'father', 'didn', 't', 'need', 'an', 'excuse', 'to']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['go', 'over', 'to', 'the', 'Dark', 'Side', 'He', 'turned', 'to', 'Hermione', 'Can', 'we', 'help', 'you', 'with', 'something', 'You', 'd', 'better', 'hurry', 'up', 'and', 'put', 'your', 'robes', 'on', 'I', 've', 'just', 'been', 'up', 'the', 'front', 'to', 'ask', 'the', 'driver', 'and', 'he', 'says', 'we', 're', 'nearly', 'there', 'You', 'haven', 't', 'been', 'fighting', 'have', 'you', 'You', 'll', 'be', 'in', 'trouble', 'before', 'we', 'even', 'get', 'there', 'Scabbers', 'has', 'been', 'fighting', 'not', 'us', 'said', 'Ron', 'scowling', 'at', 'her', 'Would', 'you', 'mind', 'leaving', 'while', 'we', 'change', 'All', 'right', 'I', 'only', 'came', 'in', 'here', 'because', 'people', 'outside', 'are', 'behaving', 'very', 'childishly', 'racing', 'up', 'and', 'down', 'the', 'corridors', 'said']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Hermione', 'in', 'a', 'sniffy', 'voice', 'And', 'you', 've', 'got', 'dirt', 'on', 'your', 'nose', 'by', 'the', 'way', 'did', 'you', 'know', 'Ron', 'glared', 'at', 'her', 'as', 'she', 'left', 'Harry', 'peered', 'out', 'of', 'the', 'window', 'It', 'was', 'getting', 'dark', 'He', 'could', 'see', 'mountains', 'and', 'forests', 'under', 'a', 'sky', 'The', 'train', 'did', 'seem', 'to', 'be', 'slowing', 'down', 'He', 'and', 'Ron', 'took', 'off', 'their', 'jackets', 'and', 'pulled', 'on', 'their', 'long', 'black', 'robes', 'Ron', 's', 'were', 'a', 'bit', 'short', 'for', 'him', 'you', 'could', 'see', 'his', 'trainers', 'underneath', 'them', 'A', 'voice', 'echoed', 'through', 'the', 'train', 'We', 'will', 'be', 'reaching', 'Hogwarts', 'in', 'five', 'minutes', 'time', 'Please', 'leave', 'your']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['luggage', 'on', 'the', 'train', 'it', 'will', 'be', 'taken', 'to', 'the', 'school', 'separately', 'Harry', 's', 'stomach', 'lurched', 'with', 'nerves', 'and', 'Ron', 'he', 'saw', 'looked', 'pale', 'under', 'his', 'freckles', 'They', 'crammed', 'their', 'pockets', 'with', 'the', 'last', 'of', 'the', 'sweets', 'and', 'joined', 'the', 'crowd', 'thronging', 'the', 'corridor', 'The', 'train', 'slowed', 'right', 'down', 'and', 'finally', 'stopped', 'People', 'pushed', 'their', 'way', 'towards', 'the', 'door', 'and', 'out', 'on', 'to', 'a', 'tiny', 'dark', 'platform', 'Harry', 'shivered', 'in', 'the', 'cold', 'night', 'air', 'Then', 'a', 'lamp', 'came', 'bobbing', 'over', 'the', 'heads', 'of', 'the', 'students', 'and', 'Harry', 'heard', 'a', 'familiar', 'voice', 'Firs', 'Firs', 'over', 'here', 'All', 'right', 'there', 'Harry', 'Hagrid']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['s', 'big', 'hairy', 'face', 'beamed', 'over', 'the', 'sea', 'of', 'heads', 'C', 'mon', 'follow', 'me', 'any', 'more', 'firs', 'Mind', 'yer', 'step', 'now', 'Firs', 'follow', 'me', 'Slipping', 'and', 'stumbling', 'they', 'followed', 'Hagrid', 'down', 'what', 'seemed', 'to', 'be', 'a', 'steep', 'narrow', 'path', 'It', 'was', 'so', 'dark', 'either', 'side', 'of', 'them', 'that', 'Harry', 'thought', 'there', 'must', 'be', 'thick', 'trees', 'there', 'Nobody', 'spoke', 'much', 'Neville', 'the', 'boy', 'who', 'kept', 'losing', 'his', 'toad', 'sniffed', 'once', 'or', 'twice', 'Yeh', 'll', 'get', 'yer', 'firs', 'sight', 'o', 'Hogwarts', 'in', 'a', 'sec', 'Hagrid', 'called', 'over', 'his', 'shoulder', 'jus', 'round', 'this', 'bend', 'here', 'There', 'was', 'a', 'loud', 'Oooooh', 'The', 'narrow', 'path']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['had', 'opened', 'suddenly', 'on', 'to', 'the', 'edge', 'of', 'a', 'great', 'black', 'lake', 'Perched', 'atop', 'a', 'high', 'mountain', 'on', 'the', 'other', 'side', 'its', 'windows', 'sparkling', 'in', 'the', 'starry', 'sky', 'was', 'a', 'vast', 'castle', 'with', 'many', 'turrets', 'and', 'towers', 'No', 'more', 'n', 'four', 'to', 'a', 'boat', 'Hagrid', 'called', 'pointing', 'to', 'a', 'fleet', 'of', 'little', 'boats', 'sitting', 'in', 'the', 'water', 'by', 'the', 'shore', 'Harry', 'and', 'Ron', 'were', 'followed', 'into', 'their', 'boat', 'by', 'Neville', 'and', 'Hermione', 'Everyone', 'in', 'shouted', 'Hagrid', 'who', 'had', 'a', 'boat', 'to', 'himself', 'Right', 'then', 'FORWARD', 'And', 'the', 'fleet', 'of', 'little', 'boats', 'moved', 'off', 'all', 'at', 'once', 'gliding', 'across', 'the', 'lake']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['which', 'was', 'as', 'smooth', 'as', 'glass', 'Everyone', 'was', 'silent', 'staring', 'up', 'at', 'the', 'great', 'castle', 'overhead', 'It', 'towered', 'over', 'them', 'as', 'they', 'sailed', 'nearer', 'and', 'nearer', 'to', 'the', 'cliff', 'on', 'which', 'it', 'stood', 'Heads', 'down', 'yelled', 'Hagrid', 'as', 'the', 'first', 'boats', 'reached', 'the', 'cliff', 'they', 'all', 'bent', 'their', 'heads', 'and', 'the', 'little', 'boats', 'carried', 'them', 'through', 'a', 'curtain', 'of', 'ivy', 'which', 'hid', 'a', 'wide', 'opening', 'in', 'the', 'cliff', 'face', 'They', 'were', 'carried', 'along', 'a', 'dark', 'tunnel', 'which', 'seemed', 'to', 'be', 'taking', 'them', 'right', 'underneath', 'the', 'castle', 'until', 'they', 'reached', 'a', 'kind', 'of', 'underground', 'harbour', 'where', 'they', 'clambered', 'out', 'on', 'to']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['rocks', 'and', 'pebbles', 'Oy', 'you', 'there', 'Is', 'this', 'your', 'toad', 'said', 'Hagrid', 'who', 'was', 'checking', 'the', 'boats', 'as', 'people', 'climbed', 'out', 'of', 'them', 'Trevor', 'cried', 'Neville', 'blissfully', 'holding', 'out', 'his', 'hands', 'Then', 'they', 'clambered', 'up', 'a', 'passageway', 'in', 'the', 'rock', 'after', 'Hagrid', 's', 'lamp', 'coming', 'out', 'at', 'last', 'on', 'to', 'smooth', 'damp', 'grass', 'right', 'in', 'the', 'shadow', 'of', 'the', 'castle', 'They', 'walked', 'up', 'a', 'flight', 'of', 'stone', 'steps', 'and', 'crowded', 'around', 'the', 'huge', 'oak', 'front', 'door', 'Everyone', 'here', 'You', 'there', 'still', 'got', 'yer', 'toad', 'Hagrid', 'raised', 'a', 'gigantic', 'fist', 'and', 'knocked', 'three', 'times', 'on', 'the', 'castle', 'door', 'CHAPTER', 'SEVEN', 'The']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Sorting', 'Hat', 'The', 'door', 'swung', 'open', 'at', 'once', 'A', 'tall', 'witch', 'in', 'robes', 'stood', 'there', 'She', 'had', 'a', 'very', 'stern', 'face', 'and', 'Harry', 's', 'first', 'thought', 'was', 'that', 'this', 'was', 'not', 'someone', 'to', 'cross', 'The', 'firs', 'Professor', 'McGonagall', 'said', 'Hagrid', 'Thank', 'you', 'Hagrid', 'I', 'will', 'take', 'them', 'from', 'here', 'She', 'pulled', 'the', 'door', 'wide', 'The', 'Entrance', 'Hall', 'was', 'so', 'big', 'you', 'could', 'have', 'fitted', 'the', 'whole', 'of', 'the', 'Dursleys', 'house', 'in', 'it', 'The', 'stone', 'walls', 'were', 'lit', 'with', 'flaming', 'torches', 'like', 'the', 'ones', 'at', 'Gringotts', 'the', 'ceiling', 'was', 'too', 'high', 'to', 'make', 'out', 'and', 'a', 'magnificent', 'marble', 'staircase', 'facing', 'them']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['led', 'to', 'the', 'upper', 'floors', 'They', 'followed', 'Professor', 'McGonagall', 'across', 'the', 'flagged', 'stone', 'floor', 'Harry', 'could', 'hear', 'the', 'drone', 'of', 'hundreds', 'of', 'voices', 'from', 'a', 'doorway', 'to', 'the', 'right', 'the', 'rest', 'of', 'the', 'school', 'must', 'already', 'be', 'here', 'but', 'Professor', 'McGonagall', 'showed', 'the', 'into', 'a', 'small', 'empty', 'chamber', 'off', 'the', 'hall', 'They', 'crowded', 'in', 'standing', 'rather', 'closer', 'together', 'than', 'they', 'would', 'usually', 'have', 'done', 'peering', 'about', 'nervously', 'Welcome', 'to', 'Hogwarts', 'said', 'Professor', 'McGonagall', 'The', 'banquet', 'will', 'begin', 'shortly', 'but', 'before', 'you', 'take', 'your', 'seats', 'in', 'the', 'Great', 'Hall', 'you', 'will', 'be', 'sorted', 'into', 'your', 'houses', 'The', 'Sorting', 'is', 'a', 'very']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
